future_score,score,num_food,num_capsules,pacman_x,pacman_y,ghost0_x,ghost0_y,ghost1_x,ghost1_y,ghost2_x,ghost2_y,ghost3_x,ghost3_y,north,south,east,west,stop,prev_action
198,199,0,4,10,15,4,3,3,11,-1,-1,-1,-1,1,1,West
197,198,0,4,11,15,5,3,3,11,-1,-1,-1,-1,1,1,1,East
196,197,0,4,10,15,4,3,4,11,-1,-1,-1,-1,1,1,West
195,196,0,4,11,15,3,3,4,11,-1,-1,-1,-1,1,1,1,East
194,195,0,4,10,15,4,3,4,11,-1,-1,-1,-1,1,1,West
193,194,0,4,11,15,4,3,5,11,-1,-1,-1,-1,1,1,1,East
192,193,0,4,10,15,5,3,5,11,-1,-1,-1,-1,1,1,West
191,192,0,4,11,15,4,3,5,11,-1,-1,-1,-1,1,1,1,East
190,191,0,4,10,15,4,3,4,11,-1,-1,-1,-1,1,1,West
189,190,0,4,11,15,4,3,3,11,-1,-1,-1,-1,1,1,1,East
188,189,0,4,10,15,4,3,3,11,-1,-1,-1,-1,1,1,West
187,188,0,4,11,15,5,3,3,11,-1,-1,-1,-1,1,1,1,East
186,187,0,4,10,15,5,3,3,11,-1,-1,-1,-1,1,1,West
185,186,0,4,11,15,4,3,4,11,-1,-1,-1,-1,1,1,1,East
184,185,0,4,10,15,3,3,3,11,-1,-1,-1,-1,1,1,West
183,184,0,4,11,15,2,3,2,11,-1,-1,-1,-1,1,1,1,East
182,183,0,4,10,15,2,3,2,11,-1,-1,-1,-1,1,1,West
181,182,0,4,11,15,1,3,3,11,-1,-1,-1,-1,1,1,1,East
180,181,0,4,10,15,1,4,2,11,-1,-1,-1,-1,1,1,West
179,180,0,4,11,15,1,3,3,11,-1,-1,-1,-1,1,1,1,East
178,179,0,4,10,15,1,3,3,11,-1,-1,-1,-1,1,1,West
177,178,0,4,11,15,1,4,2,11,-1,-1,-1,-1,1,1,1,East
176,177,0,4,10,15,1,3,3,11,-1,-1,-1,-1,1,1,West
175,176,0,4,11,15,2,3,4,11,-1,-1,-1,-1,1,1,1,East
174,175,0,4,10,15,1,3,4,11,-1,-1,-1,-1,1,1,West
173,174,0,4,11,15,1,4,5,11,-1,-1,-1,-1,1,1,1,East
172,173,0,4,10,15,1,5,5,11,-1,-1,-1,-1,1,1,West
171,172,0,4,11,15,2,5,4,11,-1,-1,-1,-1,1,1,1,East
170,171,0,4,10,15,1,5,5,11,-1,-1,-1,-1,1,1,West
169,170,0,4,11,15,1,5,6,11,-1,-1,-1,-1,1,1,1,East
168,169,0,4,10,15,2,5,6,12,-1,-1,-1,-1,1,1,West
167,168,0,4,11,15,2,5,6,11,-1,-1,-1,-1,1,1,1,East
166,167,0,4,10,15,1,5,6,10,-1,-1,-1,-1,1,1,West
165,166,0,4,11,15,1,4,6,10,-1,-1,-1,-1,1,1,1,East
164,165,0,4,12,15,1,3,6,10,-1,-1,-1,-1,1,1,1,East
163,164,0,4,11,15,1,3,6,10,-1,-1,-1,-1,1,1,1,West
162,163,0,4,12,15,1,3,6,11,-1,-1,-1,-1,1,1,1,East
161,162,0,4,11,15,1,4,6,12,-1,-1,-1,-1,1,1,1,West
160,161,0,4,10,15,1,5,6,13,-1,-1,-1,-1,1,1,West
159,160,0,4,11,15,2,5,6,13,-1,-1,-1,-1,1,1,1,East
158,159,0,4,10,15,2,5,6,13,-1,-1,-1,-1,1,1,West
157,158,0,4,11,15,2,5,6,13,-1,-1,-1,-1,1,1,1,East
156,157,0,4,10,15,2,5,6,14,-1,-1,-1,-1,1,1,West
155,156,0,4,11,15,2,5,6,15,-1,-1,-1,-1,1,1,1,East
154,155,0,4,10,15,1,5,6,16,-1,-1,-1,-1,1,1,West
153,154,0,4,11,15,1,4,6,16,-1,-1,-1,-1,1,1,1,East
152,153,0,4,10,15,1,5,6,17,-1,-1,-1,-1,1,1,West
151,152,0,4,11,15,2,5,6,18,-1,-1,-1,-1,1,1,1,East
150,151,0,4,10,15,3,5,6,18,-1,-1,-1,-1,1,1,West
149,150,0,4,11,15,3,5,6,17,-1,-1,-1,-1,1,1,1,East
148,149,0,4,10,15,3,6,6,16,-1,-1,-1,-1,1,1,West
147,148,0,4,11,15,3,7,6,16,-1,-1,-1,-1,1,1,1,East
146,147,0,4,10,15,3,8,6,17,-1,-1,-1,-1,1,1,West
145,146,0,4,11,15,2,8,6,17,-1,-1,-1,-1,1,1,1,East
144,145,0,4,10,15,2,8,6,16,-1,-1,-1,-1,1,1,West
143,144,0,4,11,15,3,8,6,17,-1,-1,-1,-1,1,1,1,East
142,143,0,4,10,15,3,7,6,16,-1,-1,-1,-1,1,1,West
141,142,0,4,11,15,3,7,6,17,-1,-1,-1,-1,1,1,1,East
140,141,0,4,10,15,3,7,6,17,-1,-1,-1,-1,1,1,West
139,140,0,4,11,15,3,8,6,16,-1,-1,-1,-1,1,1,1,East
138,139,0,4,10,15,3,7,6,15,-1,-1,-1,-1,1,1,West
137,138,0,4,11,15,3,6,6,14,-1,-1,-1,-1,1,1,1,East
136,137,0,4,10,15,3,6,6,15,-1,-1,-1,-1,1,1,West
135,136,0,4,11,15,3,6,5,15,-1,-1,-1,-1,1,1,1,East
134,135,0,4,10,15,3,7,6,15,-1,-1,-1,-1,1,1,West
133,134,0,4,11,15,3,6,6,16,-1,-1,-1,-1,1,1,1,East
132,133,0,4,10,15,3,5,6,17,-1,-1,-1,-1,1,1,West
131,132,0,4,11,15,4,5,6,16,-1,-1,-1,-1,1,1,1,East
130,131,0,4,10,15,5,5,6,16,-1,-1,-1,-1,1,1,West
129,130,0,4,11,15,5,5,6,17,-1,-1,-1,-1,1,1,1,East
128,129,0,4,10,15,5,5,6,16,-1,-1,-1,-1,1,1,West
127,128,0,4,11,15,6,5,6,16,-1,-1,-1,-1,1,1,1,East
126,127,0,4,10,15,6,6,6,15,-1,-1,-1,-1,1,1,West
125,126,0,4,11,15,6,7,6,16,-1,-1,-1,-1,1,1,1,East
124,125,0,4,10,15,6,6,6,17,-1,-1,-1,-1,1,1,West
123,124,0,4,11,15,6,6,6,17,-1,-1,-1,-1,1,1,1,East
122,123,0,4,10,15,6,6,6,17,-1,-1,-1,-1,1,1,West
121,122,0,4,11,15,6,6,6,18,-1,-1,-1,-1,1,1,1,East
120,121,0,4,10,15,6,7,6,19,-1,-1,-1,-1,1,1,West
119,120,0,4,11,15,6,8,6,20,-1,-1,-1,-1,1,1,1,East
118,119,0,4,12,15,6,8,6,21,-1,-1,-1,-1,1,1,1,East
117,118,0,4,13,15,6,9,6,21,-1,-1,-1,-1,1,1,1,1,East
116,117,0,4,12,15,6,8,6,21,-1,-1,-1,-1,1,1,1,West
115,116,0,4,13,15,6,9,6,22,-1,-1,-1,-1,1,1,1,1,East
114,115,0,4,12,15,6,8,6,21,-1,-1,-1,-1,1,1,1,West
113,114,0,4,11,15,6,8,6,20,-1,-1,-1,-1,1,1,1,West
112,113,0,4,12,15,6,9,6,21,-1,-1,-1,-1,1,1,1,East
111,112,0,4,11,15,6,9,6,20,-1,-1,-1,-1,1,1,1,West
110,111,0,4,10,15,6,8,6,21,-1,-1,-1,-1,1,1,West
109,110,0,4,11,15,6,7,6,22,-1,-1,-1,-1,1,1,1,East
108,109,0,4,12,15,6,8,6,21,-1,-1,-1,-1,1,1,1,East
107,108,0,4,11,15,6,8,6,21,-1,-1,-1,-1,1,1,1,West
106,107,0,4,10,15,7,8,6,22,-1,-1,-1,-1,1,1,West
105,106,0,4,11,15,6,8,6,22,-1,-1,-1,-1,1,1,1,East
104,105,0,4,12,15,6,7,6,21,-1,-1,-1,-1,1,1,1,East
103,104,0,4,11,15,6,6,6,20,-1,-1,-1,-1,1,1,1,West
102,103,0,4,10,15,6,7,6,21,-1,-1,-1,-1,1,1,West
101,102,0,4,11,15,6,8,6,20,-1,-1,-1,-1,1,1,1,East
100,101,0,4,10,15,6,8,6,21,-1,-1,-1,-1,1,1,West
99,100,0,4,11,15,7,8,6,20,-1,-1,-1,-1,1,1,1,East
98,99,0,4,12,15,7,8,6,21,-1,-1,-1,-1,1,1,1,East
97,98,0,4,11,15,7,8,6,22,-1,-1,-1,-1,1,1,1,West
96,97,0,4,12,15,8,8,6,22,-1,-1,-1,-1,1,1,1,East
95,96,0,4,11,15,7,8,6,22,-1,-1,-1,-1,1,1,1,West
94,95,0,4,12,15,8,8,6,21,-1,-1,-1,-1,1,1,1,East
93,94,0,4,13,15,7,8,6,21,-1,-1,-1,-1,1,1,1,1,East
92,93,0,4,14,15,6,8,6,20,-1,-1,-1,-1,1,1,1,1,East
91,92,0,4,13,15,7,8,6,19,-1,-1,-1,-1,1,1,1,1,West
90,91,0,4,12,15,7,8,6,19,-1,-1,-1,-1,1,1,1,West
89,90,0,4,11,15,7,8,6,18,-1,-1,-1,-1,1,1,1,West
88,89,0,4,10,15,6,8,6,17,-1,-1,-1,-1,1,1,West
87,88,0,4,11,15,6,9,6,18,-1,-1,-1,-1,1,1,1,East
86,87,0,4,10,15,6,10,6,18,-1,-1,-1,-1,1,1,West
85,86,0,4,11,15,6,10,6,18,-1,-1,-1,-1,1,1,1,East
84,85,0,4,10,15,6,10,6,17,-1,-1,-1,-1,1,1,West
83,84,0,4,11,15,6,9,6,17,-1,-1,-1,-1,1,1,1,East
82,83,0,4,10,15,6,8,6,16,-1,-1,-1,-1,1,1,West
81,82,0,4,11,15,6,9,6,15,-1,-1,-1,-1,1,1,1,East
80,81,0,4,10,15,6,9,6,14,-1,-1,-1,-1,1,1,West
79,80,0,4,11,15,6,8,6,15,-1,-1,-1,-1,1,1,1,East
78,79,0,4,10,15,6,7,6,14,-1,-1,-1,-1,1,1,West
77,78,0,4,11,15,6,8,6,15,-1,-1,-1,-1,1,1,1,East
76,77,0,4,10,15,6,7,6,14,-1,-1,-1,-1,1,1,West
75,76,0,4,11,15,6,6,6,13,-1,-1,-1,-1,1,1,1,East
74,75,0,4,10,15,6,7,6,14,-1,-1,-1,-1,1,1,West
73,74,0,4,11,15,6,6,6,14,-1,-1,-1,-1,1,1,1,East
72,73,0,4,10,15,6,6,6,15,-1,-1,-1,-1,1,1,West
71,72,0,4,11,15,6,5,7,15,-1,-1,-1,-1,1,1,1,East
70,71,0,4,10,15,6,5,7,15,-1,-1,-1,-1,1,1,West
69,70,0,4,11,15,6,6,8,15,-1,-1,-1,-1,1,1,1,East
68,69,0,4,10,15,6,7,8,15,-1,-1,-1,-1,1,1,West
67,68,0,4,11,15,6,7,8,15,-1,-1,-1,-1,1,1,1,East
66,67,0,4,10,15,6,6,8,14,-1,-1,-1,-1,1,1,West
65,66,0,4,11,15,6,6,8,14,-1,-1,-1,-1,1,1,1,East
64,65,0,4,10,15,6,6,8,14,-1,-1,-1,-1,1,1,West
63,64,0,4,11,15,6,5,8,14,-1,-1,-1,-1,1,1,1,East
62,63,0,4,10,15,6,5,8,14,-1,-1,-1,-1,1,1,West
61,62,0,4,11,15,6,6,8,15,-1,-1,-1,-1,1,1,1,East
60,61,0,4,10,15,6,5,8,15,-1,-1,-1,-1,1,1,West
59,60,0,4,11,15,6,6,8,14,-1,-1,-1,-1,1,1,1,East
58,59,0,4,10,15,6,5,8,14,-1,-1,-1,-1,1,1,West
57,58,0,4,11,15,6,6,8,13,-1,-1,-1,-1,1,1,1,East
