@RELATION training_keyboard


   @ATTRIBUTE score NUMERIC
   @ATTRIBUTE prev_score NUMERIC
   @ATTRIBUTE prev_action {Stop,West,East,North,South}
   @ATTRIBUTE num_food NUMERIC
   @ATTRIBUTE num_capsules NUMERIC
   @ATTRIBUTE pacman_x NUMERIC
   @ATTRIBUTE pacman_y NUMERIC
   @ATTRIBUTE ghost0_x NUMERIC
   @ATTRIBUTE ghost0_y NUMERIC
   @ATTRIBUTE ghost1_x NUMERIC
   @ATTRIBUTE ghost1_y NUMERIC
   @ATTRIBUTE ghost2_x NUMERIC
   @ATTRIBUTE ghost2_y NUMERIC
   @ATTRIBUTE ghost3_x NUMERIC
   @ATTRIBUTE ghost3_y NUMERIC


   @data
-6,-7,Stop,53,2,9,1,1,5,8,5,11,5,18,5
93,92,East,52,2,10,1,1,5,8,5,11,5,18,5
192,191,East,51,2,11,1,1,5,8,5,11,5,18,5
291,290,East,50,2,12,1,1,5,8,5,11,5,18,5
390,389,East,49,2,13,1,1,5,8,5,11,5,18,5
489,488,East,48,2,14,1,1,5,8,5,11,5,18,5
588,587,East,47,2,15,1,1,5,8,5,11,5,18,5
687,686,East,46,2,16,1,1,5,8,5,11,5,18,5
786,785,East,45,2,17,1,1,5,8,5,11,5,18,5
885,884,East,44,2,18,1,1,5,8,5,11,5,18,5
984,983,North,43,2,18,2,1,5,8,5,11,5,18,5
1083,1082,North,42,2,18,3,1,5,8,5,11,5,18,5
1182,1181,North,41,2,18,4,1,5,8,5,11,5,18,5
1381,1380,North,41,2,18,5,1,5,8,5,11,5,-1,-1
1380,1379,North,41,2,18,5,1,5,8,5,11,5,-1,-1
1479,1478,West,40,2,17,5,1,5,8,5,11,5,-1,-1
1578,1577,West,39,2,16,5,1,5,8,5,11,5,-1,-1
1677,1676,West,38,2,15,5,1,5,8,5,11,5,-1,-1
1776,1775,West,37,2,14,5,1,5,8,5,11,5,-1,-1
1875,1874,West,36,2,13,5,1,5,8,5,11,5,-1,-1
1874,1873,West,36,2,13,5,1,5,8,5,11,5,-1,-1
1973,1972,South,35,2,13,4,1,5,8,5,11,5,-1,-1
2072,2071,South,34,2,13,3,1,5,8,5,11,5,-1,-1
2171,2170,West,33,2,12,3,1,5,8,5,11,5,-1,-1
2270,2269,West,32,2,11,3,1,5,8,5,11,5,-1,-1
2369,2368,West,31,2,10,3,1,5,8,5,11,5,-1,-1
2468,2467,West,30,2,9,3,1,5,8,5,11,5,-1,-1
2567,2566,West,29,2,8,3,1,5,8,5,11,5,-1,-1
2666,2665,West,28,2,7,3,1,5,8,5,11,5,-1,-1
2765,2764,West,27,2,6,3,1,5,8,5,11,5,-1,-1
2864,2863,North,26,2,6,4,1,5,8,5,11,5,-1,-1
2963,2962,North,25,2,6,5,1,5,8,5,11,5,-1,-1
3062,3061,West,24,2,5,5,1,5,8,5,11,5,-1,-1
3161,3160,West,23,2,4,5,1,5,8,5,11,5,-1,-1
3260,3259,West,22,2,3,5,1,5,8,5,11,5,-1,-1
3359,3358,West,21,2,2,5,1,5,8,5,11,5,-1,-1
3558,3557,West,21,2,1,5,-1,-1,8,5,11,5,-1,-1
3657,3656,South,20,2,1,4,-1,-1,8,5,11,5,-1,-1
3756,3755,South,19,2,1,3,-1,-1,8,5,11,5,-1,-1
3855,3854,South,18,2,1,2,-1,-1,8,5,11,5,-1,-1
4354,4353,South,17,2,1,1,-1,-1,8,5,11,5,-1,-1
4753,4752,South,17,2,1,1,-1,-1,8,5,11,5,-1,-1
4852,4851,East,16,2,2,1,-1,-1,8,5,11,5,-1,-1
4951,4950,East,15,2,3,1,-1,-1,8,5,11,5,-1,-1
5050,5049,East,14,2,4,1,-1,-1,8,5,11,5,-1,-1
5149,5148,East,13,2,5,1,-1,-1,8,5,11,5,-1,-1
5248,5247,East,12,2,6,1,-1,-1,8,5,11,5,-1,-1
5747,5746,East,11,2,7,1,-1,-1,8,5,11,5,-1,-1
5846,5845,East,10,2,8,1,-1,-1,8,5,11,5,-1,-1
5845,5844,East,10,2,9,1,-1,-1,8,5,11,5,-1,-1
5844,5843,East,10,2,10,1,-1,-1,8,5,11,5,-1,-1
5843,5842,East,10,2,11,1,-1,-1,8,5,11,5,-1,-1
5842,5841,East,10,2,12,1,-1,-1,8,5,11,5,-1,-1
5841,5840,East,10,2,13,1,-1,-1,8,5,11,5,-1,-1
5840,5839,West,10,2,12,1,-1,-1,8,5,11,5,-1,-1
5839,5838,West,10,2,11,1,-1,-1,8,5,11,5,-1,-1
5838,5837,West,10,2,10,1,-1,-1,8,5,11,5,-1,-1
5837,5836,West,10,2,9,1,-1,-1,8,5,11,5,-1,-1
5836,5835,West,10,2,8,1,-1,-1,8,5,11,5,-1,-1
6235,6234,West,10,2,7,1,-1,-1,8,5,11,5,-1,-1
6234,6233,West,10,2,6,1,-1,-1,8,5,11,5,-1,-1
6333,6332,North,9,2,6,2,-1,-1,8,5,11,5,-1,-1
6332,6331,South,9,2,6,1,-1,-1,8,5,11,5,-1,-1
6331,6330,North,9,2,6,2,-1,-1,8,5,11,5,-1,-1
6330,6329,North,9,2,6,3,-1,-1,8,5,11,5,-1,-1
6329,6328,East,9,2,7,3,-1,-1,8,5,11,5,-1,-1
6328,6327,East,9,2,8,3,-1,-1,8,5,11,5,-1,-1
6327,6326,East,9,2,9,3,-1,-1,8,5,11,5,-1,-1
6326,6325,East,9,2,10,3,-1,-1,8,5,11,5,-1,-1
6325,6324,North,9,2,10,4,-1,-1,8,5,11,5,-1,-1
6324,6323,West,9,2,9,4,-1,-1,8,5,11,5,-1,-1
6323,6322,West,9,2,9,4,-1,-1,8,5,11,5,-1,-1
6322,6321,West,9,2,9,4,-1,-1,8,5,11,5,-1,-1
6321,6320,North,9,2,9,5,-1,-1,8,5,11,5,-1,-1
6320,6319,North,9,2,9,5,-1,-1,8,5,11,5,-1,-1
6319,6318,East,9,2,10,5,-1,-1,8,5,11,5,-1,-1
6518,6517,East,9,2,11,5,-1,-1,8,5,-1,-1,-1,-1
6517,6516,East,9,2,11,5,-1,-1,8,5,-1,-1,-1,-1
6516,6515,East,9,2,11,5,-1,-1,8,5,-1,-1,-1,-1
6515,6514,West,9,2,10,5,-1,-1,8,5,-1,-1,-1,-1
6514,6513,West,9,2,9,5,-1,-1,8,5,-1,-1,-1,-1
0,-1,Stop,53,2,9,1,1,5,8,5,11,5,18,5
-1,-2,Stop,53,2,9,1,2,5,9,5,10,5,18,5
-2,-3,Stop,53,2,9,1,3,5,9,4,10,4,18,4
-3,-4,Stop,53,2,9,1,2,5,9,4,10,5,18,3
-4,-5,Stop,53,2,9,1,1,5,9,4,10,4,18,3
-5,-6,Stop,53,2,9,1,1,5,10,4,9,4,-1,-1
-6,-7,Stop,53,2,9,1,1,4,9,4,9,4,-1,-1
93,92,West,52,2,8,1,1,5,9,4,9,5,-1,-1
192,191,West,51,2,7,1,1,5,9,3,10,5,-1,-1
291,290,West,50,2,6,1,1,4,8,3,11,5,-1,-1
390,389,West,49,2,5,1,1,3,7,3,10,5,-1,-1
489,488,West,48,2,4,1,1,4,6,3,10,5,-1,-1
588,587,West,47,2,3,1,1,4,7,3,10,4,-1,-1
687,686,West,46,2,2,1,1,4,7,3,9,4,-1,-1
786,785,West,45,2,1,1,1,5,8,3,9,4,-1,-1
885,884,North,44,2,1,2,1,5,7,3,9,5,-1,-1
984,983,North,43,2,1,3,1,4,6,3,9,4,-1,-1
1283,1282,North,42,2,1,4,-1,-1,7,3,10,4,-1,-1
1282,1281,North,42,2,1,5,1,2,8,3,10,5,-1,-1
1381,1380,East,41,2,2,5,1,2,9,3,10,4,-1,-1
1480,1479,East,40,2,3,5,1,2,8,3,10,3,-1,-1
1579,1578,East,39,2,4,5,1,2,7,3,11,3,-1,-1
1678,1677,East,38,2,5,5,1,2,7,3,11,3,-1,-1
1777,1776,East,37,2,6,5,-1,-1,6,3,11,3,-1,-1
2076,2075,South,36,2,6,4,-1,-1,-1,-1,11,3,-1,-1
2175,2174,South,35,2,6,3,-1,-1,-1,-1,11,3,-1,-1
2274,2273,South,34,2,6,2,-1,-1,-1,-1,10,3,-1,-1
2273,2272,South,34,2,6,1,-1,-1,-1,-1,10,4,-1,-1
2272,2271,East,34,2,7,1,-1,-1,-1,-1,10,3,15,1
2271,2270,East,34,2,8,1,-1,-1,-1,-1,9,3,15,2
2470,2469,West,34,2,7,1,-1,-1,-1,-1,9,3,15,3
2469,2468,West,34,2,6,1,-1,-1,-1,-1,9,3,15,3
2468,2467,West,34,2,5,1,-1,-1,-1,-1,9,3,15,4
2467,2466,West,34,2,4,1,-1,-1,-1,-1,9,3,14,4
2466,2465,West,34,2,3,1,-1,-1,-1,-1,9,3,13,4
2865,2864,West,34,2,2,1,-1,-1,-1,-1,10,3,13,5
3064,3063,West,34,2,1,1,1,2,-1,-1,9,3,13,4
3063,3062,West,34,2,1,1,1,3,-1,-1,10,3,13,3
3062,3061,North,34,2,1,2,1,4,-1,-1,11,3,12,3
3061,3060,North,34,2,1,3,1,5,-1,-1,12,3,12,3
3060,3059,North,34,2,1,4,2,5,1,2,13,3,12,3
3059,3058,North,34,2,1,5,3,5,-1,-1,13,4,12,3
3058,3057,North,34,2,1,5,3,5,1,2,14,4,13,3
3057,3056,East,34,2,2,5,4,5,-1,-1,14,5,13,3
3056,3055,East,34,2,3,5,4,5,-1,-1,15,5,13,2
3255,3254,East,34,2,4,5,-1,-1,-1,-1,16,5,13,2
3254,3253,East,34,2,5,5,1,2,-1,-1,17,5,13,2
3253,3252,East,34,2,6,5,1,2,-1,-1,18,5,-1,-1
3252,3251,South,34,2,6,4,1,2,-1,-1,18,5,-1,-1
3251,3250,South,34,2,6,3,-1,-1,-1,-1,18,4,-1,-1
3350,3349,East,33,2,7,3,-1,-1,-1,-1,18,5,-1,-1
3449,3448,East,32,2,8,3,-1,-1,-1,-1,17,5,-1,-1
3548,3547,East,31,2,9,3,-1,-1,1,2,18,5,-1,-1
3647,3646,East,30,2,10,3,-1,-1,-1,-1,17,5,-1,-1
3746,3745,East,29,2,11,3,-1,-1,-1,-1,16,5,-1,-1
3845,3844,East,28,2,12,3,-1,-1,1,2,17,5,13,1
3944,3943,East,27,2,13,3,-1,-1,1,3,17,5,13,2
4243,4242,South,26,2,13,2,-1,-1,1,3,18,5,-1,-1
4342,4341,South,25,2,13,1,1,2,1,2,18,4,-1,-1
4341,4340,South,25,2,13,1,-1,-1,1,2,18,5,-1,-1
4440,4439,West,24,2,12,1,1,2,1,3,17,5,-1,-1
4539,4538,West,23,2,11,1,1,3,1,3,18,5,-1,-1
4638,4637,West,22,2,10,1,1,3,1,2,17,5,-1,-1
4637,4636,West,22,2,9,1,1,4,1,2,16,5,-1,-1
4636,4635,West,22,2,8,1,1,5,-1,-1,16,5,-1,-1
4635,4634,West,22,2,7,1,1,4,1,2,16,5,-1,-1
4834,4833,West,22,2,6,1,1,4,1,3,16,5,-1,-1
4833,4832,West,22,2,5,1,1,3,1,3,17,5,-1,-1
4832,4831,West,22,2,4,1,1,3,1,2,17,5,-1,-1
4831,4830,West,22,2,3,1,1,3,-1,-1,18,5,-1,-1
4830,4829,West,22,2,2,1,1,3,1,2,18,4,-1,-1
5029,5028,West,22,2,1,1,1,2,-1,-1,18,4,-1,-1
5228,5227,North,22,2,1,2,-1,-1,-1,-1,18,5,-1,-1
5227,5226,North,22,2,1,3,-1,-1,-1,-1,18,4,-1,-1
5226,5225,North,22,2,1,4,-1,-1,-1,-1,18,4,-1,-1
5225,5224,North,22,2,1,5,-1,-1,-1,-1,18,4,-1,-1
5224,5223,East,22,2,2,5,-1,-1,-1,-1,18,5,-1,-1
5223,5222,East,22,2,3,5,-1,-1,-1,-1,18,4,-1,-1
5222,5221,East,22,2,4,5,1,2,-1,-1,18,5,4,1
5221,5220,East,22,2,5,5,1,3,-1,-1,17,5,-1,-1
5320,5319,South,21,2,5,4,1,4,-1,-1,18,5,4,1
5319,5318,South,21,2,5,4,1,3,-1,-1,17,5,4,2
5318,5317,South,21,2,5,4,1,3,-1,-1,18,5,4,3
5417,5416,West,20,2,4,4,1,2,-1,-1,18,4,4,3
5716,5715,South,19,2,4,3,1,2,-1,-1,18,4,-1,-1
5815,5814,South,18,2,4,2,1,2,-1,-1,18,4,-1,-1
6014,6013,South,18,2,4,1,1,3,-1,-1,18,5,-1,-1
6013,6012,South,18,2,4,1,1,4,-1,-1,18,5,-1,-1
6012,6011,East,18,2,5,1,1,4,-1,-1,18,5,-1,-1
6211,6210,East,18,2,6,1,1,3,-1,-1,18,4,-1,-1
6410,6409,East,18,2,7,1,1,3,-1,-1,18,3,-1,-1
6409,6408,East,18,2,8,1,1,4,-1,-1,18,3,-1,-1
6408,6407,East,18,2,9,1,1,5,-1,-1,18,3,-1,-1
6407,6406,East,18,2,10,1,1,4,4,2,18,4,-1,-1
6406,6405,East,18,2,11,1,1,4,4,2,18,3,-1,-1
6405,6404,East,18,2,12,1,1,3,4,3,18,3,-1,-1
6404,6403,East,18,2,13,1,1,2,4,4,18,4,-1,-1
6503,6502,East,17,2,14,1,-1,-1,4,5,18,5,4,1
6602,6601,East,16,2,15,1,-1,-1,4,4,17,5,4,2
6701,6700,East,15,2,16,1,-1,-1,5,4,16,5,4,2
6800,6799,East,14,2,17,1,-1,-1,5,4,16,5,4,3
6899,6898,East,13,2,18,1,4,2,5,5,15,5,4,3
6998,6997,North,12,2,18,2,4,3,5,4,15,4,4,4
7097,7096,North,11,2,18,3,4,4,4,4,15,3,4,5
7196,7195,North,10,2,18,4,5,4,4,3,15,2,5,5
7195,7194,North,10,2,18,5,6,4,4,3,-1,-1,5,4
7294,7293,West,9,2,17,5,6,3,4,2,-1,-1,5,4
7393,7392,West,8,2,16,5,7,3,-1,-1,-1,-1,5,4
7492,7491,West,7,2,15,5,8,3,4,2,-1,-1,4,4
7591,7590,West,6,2,14,5,7,3,4,3,13,2,5,4
7690,7689,West,5,2,13,5,7,3,4,3,-1,-1,4,4
7789,7788,South,4,2,13,4,7,3,4,3,13,2,4,5
7788,7787,South,4,2,13,3,8,3,3,3,13,2,4,4
0,-1,Stop,0,0,1,6,6,4,8,6,11,3,16,6
-1,-2,Stop,0,0,1,6,6,4,8,6,11,3,16,6
-2,-3,Stop,0,0,1,6,6,4,8,6,11,3,16,6
-3,-4,Stop,0,0,1,6,6,4,8,6,11,3,16,6
-4,-5,Stop,0,0,1,6,6,4,8,6,11,3,16,6
-5,-6,Stop,0,0,1,6,6,4,8,6,11,3,16,6
-6,-7,East,0,0,2,6,6,4,8,6,11,3,16,6
-7,-8,East,0,0,3,6,6,4,8,6,11,3,16,6
-8,-9,East,0,0,4,6,6,4,8,6,11,3,16,6
-9,-10,East,0,0,5,6,6,4,8,6,11,3,16,6
-10,-11,East,0,0,6,6,6,4,8,6,11,3,16,6
-11,-12,East,0,0,7,6,6,4,8,6,11,3,16,6
188,187,East,0,0,8,6,6,4,-1,-1,11,3,16,6
187,186,East,0,0,9,6,6,4,-1,-1,11,3,16,6
186,185,East,0,0,10,6,6,4,-1,-1,11,3,16,6
185,184,East,0,0,11,6,6,4,-1,-1,11,3,16,6
184,183,East,0,0,12,6,6,4,-1,-1,11,3,16,6
183,182,East,0,0,13,6,6,4,-1,-1,11,3,16,6
182,181,East,0,0,14,6,6,4,-1,-1,11,3,16,6
181,180,East,0,0,15,6,6,4,-1,-1,11,3,16,6
380,379,East,0,0,16,6,6,4,-1,-1,11,3,-1,-1
379,378,East,0,0,17,6,6,4,-1,-1,11,3,-1,-1
378,377,East,0,0,18,6,6,4,-1,-1,11,3,-1,-1
377,376,South,0,0,18,5,6,4,-1,-1,11,3,-1,-1
376,375,South,0,0,18,4,6,4,-1,-1,11,3,-1,-1
375,374,South,0,0,18,3,6,4,-1,-1,11,3,-1,-1
374,373,West,0,0,17,3,6,4,-1,-1,11,3,-1,-1
373,372,West,0,0,16,3,6,4,-1,-1,11,3,-1,-1
372,371,West,0,0,15,3,6,4,-1,-1,11,3,-1,-1
371,370,West,0,0,14,3,6,4,-1,-1,11,3,-1,-1
370,369,West,0,0,13,3,6,4,-1,-1,11,3,-1,-1
369,368,West,0,0,12,3,6,4,-1,-1,11,3,-1,-1
568,567,West,0,0,11,3,6,4,-1,-1,-1,-1,-1,-1
567,566,West,0,0,10,3,6,4,-1,-1,-1,-1,-1,-1
566,565,West,0,0,9,3,6,4,-1,-1,-1,-1,-1,-1
565,564,West,0,0,8,3,6,4,-1,-1,-1,-1,-1,-1
564,563,West,0,0,7,3,6,4,-1,-1,-1,-1,-1,-1
563,562,West,0,0,6,3,6,4,-1,-1,-1,-1,-1,-1
562,561,West,0,0,5,3,6,4,-1,-1,-1,-1,-1,-1
561,560,West,0,0,4,3,6,4,-1,-1,-1,-1,-1,-1
560,559,North,0,0,4,4,6,4,-1,-1,-1,-1,-1,-1
559,558,East,0,0,5,4,6,4,-1,-1,-1,-1,-1,-1
0,-1,Stop,0,0,1,6,6,4,8,6,11,3,16,6
-1,-2,Stop,0,0,1,6,7,4,8,6,10,3,16,6
-2,-3,Stop,0,0,1,6,8,4,9,6,10,4,16,5
-3,-4,Stop,0,0,1,6,8,3,9,6,10,3,16,5
-4,-5,Stop,0,0,1,6,8,3,10,6,10,3,16,6
-5,-6,Stop,0,0,1,6,8,3,9,6,11,3,16,5
-6,-7,East,0,0,2,6,8,3,9,6,12,3,16,5
-7,-8,East,0,0,3,6,8,4,8,6,12,4,16,4
-8,-9,East,0,0,4,6,7,4,7,6,12,4,16,5
-9,-10,East,0,0,5,6,6,4,8,6,11,4,16,5
-10,-11,East,0,0,6,6,6,4,9,6,10,4,16,4
-11,-12,East,0,0,7,6,6,3,9,6,10,3,15,4
-12,-13,East,0,0,8,6,5,3,9,6,11,3,15,3
187,186,East,0,0,9,6,6,3,-1,-1,10,3,14,3
186,185,East,0,0,10,6,7,3,-1,-1,10,3,14,4
185,184,East,0,0,11,6,7,4,-1,-1,11,3,14,4
184,183,East,0,0,12,6,7,4,-1,-1,10,3,13,4
183,182,East,0,0,13,6,7,3,-1,-1,11,3,13,4
182,181,East,0,0,14,6,7,4,-1,-1,10,3,13,4
181,180,South,0,0,14,5,7,5,-1,-1,9,3,13,4
180,179,South,0,0,14,4,7,5,-1,-1,9,3,12,4
179,178,South,0,0,14,3,7,4,-1,-1,8,3,13,4
178,177,West,0,0,13,3,7,5,-1,-1,9,3,12,4
177,176,West,0,0,12,3,7,4,-1,-1,8,3,12,4
176,175,West,0,0,11,3,7,5,-1,-1,8,4,12,4
175,174,West,0,0,10,3,7,5,-1,-1,9,4,12,3
174,173,West,0,0,9,3,7,6,-1,-1,10,4,12,3
173,172,West,0,0,8,3,8,6,-1,-1,10,3,11,3
172,171,West,0,0,7,3,9,6,-1,-1,9,3,12,3
171,170,North,0,0,7,4,10,6,-1,-1,8,3,11,3
170,169,North,0,0,7,5,9,6,-1,-1,7,3,12,3
169,168,North,0,0,7,6,10,6,-1,-1,7,4,13,3
168,167,East,0,0,8,6,9,6,-1,-1,6,4,12,3
367,366,East,0,0,9,6,-1,-1,-1,-1,5,4,13,3
366,365,East,0,0,10,6,-1,-1,-1,-1,5,3,13,4
365,364,East,0,0,11,6,-1,-1,-1,-1,5,3,13,3
364,363,East,0,0,12,6,-1,-1,-1,-1,5,4,13,3
363,362,East,0,0,13,6,-1,-1,-1,-1,4,4,13,4
362,361,East,0,0,14,6,-1,-1,-1,-1,4,4,13,4
361,360,South,0,0,14,5,-1,-1,-1,-1,4,3,13,4
360,359,South,0,0,14,4,-1,-1,-1,-1,4,3,13,3
359,358,West,0,0,13,4,-1,-1,-1,-1,3,3,14,3
358,357,West,0,0,12,4,-1,-1,-1,-1,2,3,14,4
357,356,West,0,0,11,4,-1,-1,-1,-1,2,3,13,4
356,355,West,0,0,10,4,-1,-1,-1,-1,1,3,13,4
355,354,South,0,0,10,3,-1,-1,-1,-1,2,3,12,4
554,553,East,0,0,11,3,-1,-1,-1,-1,1,3,-1,-1
553,552,East,0,0,12,3,-1,-1,-1,-1,1,4,-1,-1
552,551,East,0,0,13,3,-1,-1,-1,-1,2,4,-1,-1
551,550,East,0,0,14,3,-1,-1,-1,-1,1,4,-1,-1
550,549,West,0,0,13,3,-1,-1,-1,-1,1,4,-1,-1
549,548,North,0,0,13,4,-1,-1,-1,-1,1,4,-1,-1
548,547,West,0,0,12,4,-1,-1,-1,-1,1,3,-1,-1
547,546,West,0,0,11,4,-1,-1,-1,-1,1,3,-1,-1
546,545,West,0,0,10,4,-1,-1,-1,-1,1,3,-1,-1
545,544,West,0,0,9,4,-1,-1,-1,-1,1,4,-1,-1
544,543,West,0,0,8,4,-1,-1,-1,-1,1,5,-1,-1
543,542,West,0,0,7,4,-1,-1,-1,-1,1,4,-1,-1
542,541,North,0,0,7,5,-1,-1,-1,-1,2,4,-1,-1
541,540,North,0,0,7,6,-1,-1,-1,-1,2,3,-1,-1
540,539,West,0,0,6,6,-1,-1,-1,-1,3,3,-1,-1
539,538,West,0,0,5,6,-1,-1,-1,-1,4,3,-1,-1
538,537,West,0,0,4,6,-1,-1,-1,-1,4,4,-1,-1
537,536,West,0,0,3,6,-1,-1,-1,-1,3,4,-1,-1
536,535,West,0,0,2,6,-1,-1,-1,-1,3,3,-1,-1
535,534,West,0,0,1,6,-1,-1,-1,-1,3,3,-1,-1
534,533,South,0,0,1,5,-1,-1,-1,-1,4,3,-1,-1
533,532,South,0,0,1,4,-1,-1,-1,-1,4,3,-1,-1
532,531,East,0,0,2,4,-1,-1,-1,-1,4,4,-1,-1
0,-1,Stop,0,0,1,18,5,9,11,3,17,6,25,13
-1,-2,Stop,0,0,1,18,5,9,11,3,17,6,25,13
-2,-3,Stop,0,0,1,18,5,9,11,3,17,6,25,13
-3,-4,Stop,0,0,1,18,5,9,11,3,17,6,25,13
-4,-5,Stop,0,0,1,18,5,9,11,3,17,6,25,13
-5,-6,Stop,0,0,1,18,5,9,11,3,17,6,25,13
-6,-7,Stop,0,0,1,18,5,9,11,3,17,6,25,13
-7,-8,East,0,0,2,18,5,9,11,3,17,6,25,13
-8,-9,East,0,0,3,18,5,9,11,3,17,6,25,13
-9,-10,East,0,0,4,18,5,9,11,3,17,6,25,13
-10,-11,East,0,0,5,18,5,9,11,3,17,6,25,13
-11,-12,East,0,0,6,18,5,9,11,3,17,6,25,13
-12,-13,East,0,0,7,18,5,9,11,3,17,6,25,13
-13,-14,East,0,0,8,18,5,9,11,3,17,6,25,13
-14,-15,East,0,0,9,18,5,9,11,3,17,6,25,13
-15,-16,East,0,0,10,18,5,9,11,3,17,6,25,13
-16,-17,East,0,0,11,18,5,9,11,3,17,6,25,13
-17,-18,East,0,0,12,18,5,9,11,3,17,6,25,13
-18,-19,East,0,0,13,18,5,9,11,3,17,6,25,13
-19,-20,East,0,0,14,18,5,9,11,3,17,6,25,13
-20,-21,East,0,0,15,18,5,9,11,3,17,6,25,13
-21,-22,East,0,0,16,18,5,9,11,3,17,6,25,13
-22,-23,East,0,0,17,18,5,9,11,3,17,6,25,13
-23,-24,East,0,0,18,18,5,9,11,3,17,6,25,13
-24,-25,East,0,0,19,18,5,9,11,3,17,6,25,13
-25,-26,East,0,0,20,18,5,9,11,3,17,6,25,13
-26,-27,East,0,0,21,18,5,9,11,3,17,6,25,13
-27,-28,East,0,0,22,18,5,9,11,3,17,6,25,13
-28,-29,East,0,0,23,18,5,9,11,3,17,6,25,13
-29,-30,East,0,0,24,18,5,9,11,3,17,6,25,13
-30,-31,East,0,0,25,18,5,9,11,3,17,6,25,13
-31,-32,South,0,0,25,17,5,9,11,3,17,6,25,13
-32,-33,South,0,0,25,16,5,9,11,3,17,6,25,13
-33,-34,South,0,0,25,15,5,9,11,3,17,6,25,13
-34,-35,South,0,0,25,14,5,9,11,3,17,6,25,13
165,164,South,0,0,25,13,5,9,11,3,17,6,-1,-1
164,163,North,0,0,25,14,5,9,11,3,17,6,-1,-1
163,162,North,0,0,25,15,5,9,11,3,17,6,-1,-1
162,161,North,0,0,25,16,5,9,11,3,17,6,-1,-1
161,160,West,0,0,24,16,5,9,11,3,17,6,-1,-1
160,159,West,0,0,23,16,5,9,11,3,17,6,-1,-1
159,158,West,0,0,22,16,5,9,11,3,17,6,-1,-1
158,157,West,0,0,21,16,5,9,11,3,17,6,-1,-1
157,156,West,0,0,20,16,5,9,11,3,17,6,-1,-1
156,155,South,0,0,20,15,5,9,11,3,17,6,-1,-1
155,154,South,0,0,20,14,5,9,11,3,17,6,-1,-1
154,153,South,0,0,20,13,5,9,11,3,17,6,-1,-1
153,152,South,0,0,20,12,5,9,11,3,17,6,-1,-1
152,151,South,0,0,20,11,5,9,11,3,17,6,-1,-1
151,150,South,0,0,20,10,5,9,11,3,17,6,-1,-1
150,149,West,0,0,19,10,5,9,11,3,17,6,-1,-1
149,148,West,0,0,18,10,5,9,11,3,17,6,-1,-1
148,147,West,0,0,17,10,5,9,11,3,17,6,-1,-1
147,146,West,0,0,16,10,5,9,11,3,17,6,-1,-1
146,145,West,0,0,15,10,5,9,11,3,17,6,-1,-1
145,144,West,0,0,14,10,5,9,11,3,17,6,-1,-1
144,143,West,0,0,13,10,5,9,11,3,17,6,-1,-1
143,142,South,0,0,13,9,5,9,11,3,17,6,-1,-1
142,141,South,0,0,13,8,5,9,11,3,17,6,-1,-1
141,140,South,0,0,13,7,5,9,11,3,17,6,-1,-1
140,139,South,0,0,13,6,5,9,11,3,17,6,-1,-1
139,138,East,0,0,14,6,5,9,11,3,17,6,-1,-1
138,137,East,0,0,15,6,5,9,11,3,17,6,-1,-1
137,136,East,0,0,16,6,5,9,11,3,17,6,-1,-1
336,335,East,0,0,17,6,5,9,11,3,-1,-1,-1,-1
335,334,East,0,0,18,6,5,9,11,3,-1,-1,-1,-1
334,333,West,0,0,17,6,5,9,11,3,-1,-1,-1,-1
333,332,West,0,0,16,6,5,9,11,3,-1,-1,-1,-1
332,331,West,0,0,15,6,5,9,11,3,-1,-1,-1,-1
331,330,West,0,0,14,6,5,9,11,3,-1,-1,-1,-1
330,329,North,0,0,14,7,5,9,11,3,-1,-1,-1,-1
329,328,North,0,0,14,8,5,9,11,3,-1,-1,-1,-1
328,327,North,0,0,14,9,5,9,11,3,-1,-1,-1,-1
327,326,North,0,0,14,10,5,9,11,3,-1,-1,-1,-1
326,325,North,0,0,14,11,5,9,11,3,-1,-1,-1,-1
325,324,West,0,0,13,11,5,9,11,3,-1,-1,-1,-1
324,323,West,0,0,13,11,5,9,11,3,-1,-1,-1,-1
323,322,West,0,0,13,11,5,9,11,3,-1,-1,-1,-1
322,321,West,0,0,13,11,5,9,11,3,-1,-1,-1,-1
321,320,North,0,0,13,12,5,9,11,3,-1,-1,-1,-1
320,319,West,0,0,12,12,5,9,11,3,-1,-1,-1,-1
319,318,West,0,0,11,12,5,9,11,3,-1,-1,-1,-1
318,317,West,0,0,10,12,5,9,11,3,-1,-1,-1,-1
317,316,South,0,0,10,11,5,9,11,3,-1,-1,-1,-1
316,315,South,0,0,10,10,5,9,11,3,-1,-1,-1,-1
315,314,South,0,0,10,9,5,9,11,3,-1,-1,-1,-1
314,313,East,0,0,11,9,5,9,11,3,-1,-1,-1,-1
313,312,East,0,0,11,9,5,9,11,3,-1,-1,-1,-1
312,311,South,0,0,11,8,5,9,11,3,-1,-1,-1,-1
311,310,South,0,0,11,7,5,9,11,3,-1,-1,-1,-1
310,309,South,0,0,11,6,5,9,11,3,-1,-1,-1,-1
309,308,South,0,0,11,5,5,9,11,3,-1,-1,-1,-1
308,307,South,0,0,11,4,5,9,11,3,-1,-1,-1,-1
507,506,South,0,0,11,3,5,9,-1,-1,-1,-1,-1,-1
506,505,South,0,0,11,3,5,9,-1,-1,-1,-1,-1,-1
