@RELATION training_tutorial1


   @ATTRIBUTE score NUMERIC
   @ATTRIBUTE prev_score NUMERIC
   @ATTRIBUTE prev_action {Stop,West,East,North,South}
   @ATTRIBUTE num_food NUMERIC
   @ATTRIBUTE num_capsules NUMERIC
   @ATTRIBUTE pacman_x NUMERIC
   @ATTRIBUTE pacman_y NUMERIC
   @ATTRIBUTE ghost0_x NUMERIC
   @ATTRIBUTE ghost0_y NUMERIC
   @ATTRIBUTE ghost1_x NUMERIC
   @ATTRIBUTE ghost1_y NUMERIC
   @ATTRIBUTE ghost2_x NUMERIC
   @ATTRIBUTE ghost2_y NUMERIC
   @ATTRIBUTE ghost3_x NUMERIC
   @ATTRIBUTE ghost3_y NUMERIC


   @data
-5,-6,South,0,0,1,13,5,9,11,3,17,6,25,13
-6,-7,South,0,0,1,12,5,9,11,3,17,6,25,13
-7,-8,East,0,0,2,12,5,9,11,3,17,6,25,13
-8,-9,West,0,0,1,12,5,9,11,3,17,6,25,13
-9,-10,East,0,0,2,12,5,9,11,3,17,6,25,13
-10,-11,East,0,0,3,12,5,9,11,3,17,6,25,13
-11,-12,West,0,0,2,12,5,9,11,3,17,6,25,13
-12,-13,East,0,0,3,12,5,9,11,3,17,6,25,13
-13,-14,East,0,0,4,12,5,9,11,3,17,6,25,13
-14,-15,West,0,0,3,12,5,9,11,3,17,6,25,13
-15,-16,East,0,0,4,12,5,9,11,3,17,6,25,13
-16,-17,East,0,0,5,12,5,9,11,3,17,6,25,13
-17,-18,East,0,0,6,12,5,9,11,3,17,6,25,13
-18,-19,West,0,0,5,12,5,9,11,3,17,6,25,13
-19,-20,West,0,0,4,12,5,9,11,3,17,6,25,13
-20,-21,East,0,0,5,12,5,9,11,3,17,6,25,13
-21,-22,East,0,0,6,12,5,9,11,3,17,6,25,13
-22,-23,West,0,0,5,12,5,9,11,3,17,6,25,13
-23,-24,West,0,0,4,12,5,9,11,3,17,6,25,13
-24,-25,West,0,0,3,12,5,9,11,3,17,6,25,13
-25,-26,East,0,0,4,12,5,9,11,3,17,6,25,13
-26,-27,East,0,0,5,12,5,9,11,3,17,6,25,13
-27,-28,West,0,0,4,12,5,9,11,3,17,6,25,13
-28,-29,West,0,0,3,12,5,9,11,3,17,6,25,13
-29,-30,West,0,0,2,12,5,9,11,3,17,6,25,13
-30,-31,West,0,0,1,12,5,9,11,3,17,6,25,13
-31,-32,East,0,0,2,12,5,9,11,3,17,6,25,13
-32,-33,East,0,0,3,12,5,9,11,3,17,6,25,13
-33,-34,East,0,0,4,12,5,9,11,3,17,6,25,13
-34,-35,West,0,0,3,12,5,9,11,3,17,6,25,13
-35,-36,West,0,0,2,12,5,9,11,3,17,6,25,13
-36,-37,West,0,0,1,12,5,9,11,3,17,6,25,13
-37,-38,East,0,0,2,12,5,9,11,3,17,6,25,13
-38,-39,East,0,0,3,12,5,9,11,3,17,6,25,13
-39,-40,East,0,0,4,12,5,9,11,3,17,6,25,13
-40,-41,West,0,0,3,12,5,9,11,3,17,6,25,13
-41,-42,West,0,0,2,12,5,9,11,3,17,6,25,13
-42,-43,East,0,0,3,12,5,9,11,3,17,6,25,13
-43,-44,West,0,0,2,12,5,9,11,3,17,6,25,13
-44,-45,East,0,0,3,12,5,9,11,3,17,6,25,13
-45,-46,East,0,0,4,12,5,9,11,3,17,6,25,13
-46,-47,West,0,0,3,12,5,9,11,3,17,6,25,13
-47,-48,East,0,0,4,12,5,9,11,3,17,6,25,13
-48,-49,East,0,0,5,12,5,9,11,3,17,6,25,13
-49,-50,East,0,0,6,12,5,9,11,3,17,6,25,13
-50,-51,East,0,0,7,12,5,9,11,3,17,6,25,13
-51,-52,West,0,0,6,12,5,9,11,3,17,6,25,13
-52,-53,East,0,0,7,12,5,9,11,3,17,6,25,13
-53,-54,East,0,0,8,12,5,9,11,3,17,6,25,13
-54,-55,South,0,0,8,11,5,9,11,3,17,6,25,13
-55,-56,North,0,0,8,12,5,9,11,3,17,6,25,13
-56,-57,South,0,0,8,11,5,9,11,3,17,6,25,13
-57,-58,East,0,0,9,11,5,9,11,3,17,6,25,13
-58,-59,West,0,0,8,11,5,9,11,3,17,6,25,13
-59,-60,South,0,0,8,10,5,9,11,3,17,6,25,13
-60,-61,South,0,0,8,9,5,9,11,3,17,6,25,13
-61,-62,South,0,0,8,8,5,9,11,3,17,6,25,13
-62,-63,North,0,0,8,9,5,9,11,3,17,6,25,13
-63,-64,South,0,0,8,8,5,9,11,3,17,6,25,13
-64,-65,East,0,0,9,8,5,9,11,3,17,6,25,13
-65,-66,West,0,0,8,8,5,9,11,3,17,6,25,13
-66,-67,North,0,0,8,9,5,9,11,3,17,6,25,13
-67,-68,East,0,0,9,9,5,9,11,3,17,6,25,13
-68,-69,West,0,0,8,9,5,9,11,3,17,6,25,13
-69,-70,South,0,0,8,8,5,9,11,3,17,6,25,13
-70,-71,South,0,0,8,7,5,9,11,3,17,6,25,13
-71,-72,North,0,0,8,8,5,9,11,3,17,6,25,13
-72,-73,East,0,0,9,8,5,9,11,3,17,6,25,13
-73,-74,West,0,0,8,8,5,9,11,3,17,6,25,13
-74,-75,North,0,0,8,9,5,9,11,3,17,6,25,13
-75,-76,North,0,0,8,10,5,9,11,3,17,6,25,13
-76,-77,East,0,0,9,10,5,9,11,3,17,6,25,13
-77,-78,West,0,0,8,10,5,9,11,3,17,6,25,13
-78,-79,South,0,0,8,9,5,9,11,3,17,6,25,13
